date,shift,line,machine,product_family,planned_shift_minutes,planned_break_minutes,planned_production_time_minutes,unplanned_downtime_minutes,downtime_reason,ideal_cycle_time_seconds,total_count,defect_count,operator_team,mes_correction_required,mes_correction_reason
2026-01-24,Night,Line 4,Cartoner 4,Ice Cream Bar,480,40,440,102,Packaging Jam,1.15,15670,572,Team C,False,
2026-01-25,Morning,Line 1,Wrapper 1,Cone,480,45,435,44,Quality Hold,1.35,13156,443,Team B,False,
2026-01-25,Morning,Line 2,Case Packer 2,Cup,480,45,435,82,Breakdown,1.05,17325,86,Team C,False,
2026-01-25,Morning,Line 3,Wrapper 3,Cone,480,45,435,38,Minor Stops,1.35,17582,534,Team A,False,
2026-01-25,Morning,Line 4,Cartoner 4,Ice Cream Bar,480,45,435,86,Packaging Jam,1.15,14480,514,Team D,False,
2026-01-25,Evening,Line 1,Wrapper 1,Ice Cream Bar,480,45,435,47,Changeover,1.15,16401,199,Team B,True,Counter reconciliation pending
2026-01-25,Evening,Line 2,Filler 2,Cup,480,45,435,77,Packaging Jam,1.05,15659,285,Team D,False,
2026-01-25,Evening,Line 3,Wrapper 3,Cone,480,45,435,53,Breakdown,1.35,15278,76,Team A,False,
2026-01-25,Evening,Line 4,Extruder 4,Cone,480,45,435,80,Breakdown,1.35,14699,73,Team B,False,
2026-01-25,Night,Line 1,Cartoner 1,Cup,480,40,440,60,Minor Stops,1.05,18126,90,Team B,False,
2026-01-25,Night,Line 2,Freezer 2,Multipack,480,40,440,45,Minor Stops,1.65,13592,535,Team C,True,Quality rejection code needs approval
2026-01-25,Night,Line 3,Wrapper 3,Cup,480,40,440,51,Cleaning,1.05,20861,229,Team B,False,
2026-01-25,Night,Line 4,Extruder 4,Multipack,480,40,440,37,Quality Hold,1.65,11512,785,Team A,False,
2026-01-26,Morning,Line 1,Filler 1,Cone,480,45,435,69,Changeover,1.35,13681,68,Team B,False,
2026-01-26,Morning,Line 2,Filler 2,Multipack,480,45,435,38,Breakdown,1.65,11578,208,Team A,False,
2026-01-26,Morning,Line 3,Moulder 3,Sandwich,480,45,435,65,Changeover,1.25,16423,381,Team C,False,
2026-01-26,Morning,Line 4,Extruder 4,Multipack,480,45,435,55,Packaging Jam,1.65,10844,188,Team C,False,
2026-01-26,Evening,Line 1,Filler 1,Cone,480,45,435,42,Cleaning,1.35,14714,428,Team B,False,
2026-01-26,Evening,Line 2,Case Packer 2,Multipack,480,45,435,60,Changeover,1.65,12849,64,Team A,True,Downtime reason manually reclassified
2026-01-26,Evening,Line 3,Wrapper 3,Sandwich,480,45,435,37,Quality Hold,1.25,16247,496,Team A,False,
2026-01-26,Evening,Line 4,Extruder 4,Ice Cream Bar,480,45,435,39,Cleaning,1.15,15437,353,Team A,False,
2026-01-26,Night,Line 1,Cartoner 1,Ice Cream Bar,480,40,440,47,Cleaning,1.15,18025,791,Team A,False,
2026-01-26,Night,Line 2,Case Packer 2,Multipack,480,40,440,31,Cleaning,1.65,12418,512,Team A,False,
2026-01-26,Night,Line 3,Case Packer 3,Ice Cream Bar,480,40,440,38,Minor Stops,1.15,18521,406,Team B,False,
2026-01-26,Night,Line 4,Extruder 4,Ice Cream Bar,480,40,440,108,Cleaning,1.15,12434,359,Team A,True,Quality rejection code needs approval
2026-01-27,Morning,Line 1,Cartoner 1,Ice Cream Bar,480,45,435,62,Quality Hold,1.15,17035,1083,Team C,False,
2026-01-27,Morning,Line 2,Filler 2,Ice Cream Bar,480,45,435,81,Breakdown,1.15,14081,211,Team C,False,
2026-01-27,Morning,Line 3,Moulder 3,Ice Cream Bar,480,45,435,16,Minor Stops,1.15,20503,514,Team D,False,
2026-01-27,Morning,Line 4,Cartoner 4,Sandwich,480,45,435,25,Quality Hold,1.25,17945,575,Team C,False,
2026-01-27,Evening,Line 1,Wrapper 1,Cup,480,45,435,30,Cleaning,1.05,18964,763,Team C,False,
2026-01-27,Evening,Line 2,Case Packer 2,Cone,480,45,435,32,Material Waiting,1.35,15960,79,Team D,False,
2026-01-27,Evening,Line 3,Moulder 3,Sandwich,480,45,435,51,Changeover,1.25,18503,727,Team D,False,
2026-01-27,Evening,Line 4,Wrapper 4,Cup,480,45,435,64,Minor Stops,1.05,17047,407,Team B,False,
2026-01-27,Night,Line 1,Cartoner 1,Sandwich,480,40,440,28,Packaging Jam,1.25,18571,545,Team B,False,
2026-01-27,Night,Line 2,Filler 2,Sandwich,480,40,440,43,Changeover,1.25,15568,618,Team B,True,Counter reconciliation pending
2026-01-27,Night,Line 3,Case Packer 3,Sandwich,480,40,440,54,Breakdown,1.25,17228,320,Team C,False,
2026-01-27,Night,Line 4,Wrapper 4,Cone,480,40,440,76,Packaging Jam,1.35,12296,367,Team D,False,
2026-01-28,Morning,Line 1,Filler 1,Multipack,480,45,435,51,Changeover,1.65,10748,205,Team B,False,
2026-01-28,Morning,Line 2,Case Packer 2,Multipack,480,45,435,46,Cleaning,1.65,12459,464,Team C,False,
2026-01-28,Morning,Line 3,Case Packer 3,Sandwich,480,45,435,63,Changeover,1.25,15194,195,Team C,False,
2026-01-28,Morning,Line 4,Cartoner 4,Sandwich,480,45,435,50,Breakdown,1.25,17441,143,Team B,False,
2026-01-28,Evening,Line 1,Cartoner 1,Ice Cream Bar,480,45,435,53,Breakdown,1.15,15640,291,Team A,False,
2026-01-28,Evening,Line 2,Freezer 2,Multipack,480,45,435,62,Packaging Jam,1.65,10100,189,Team D,False,
2026-01-28,Evening,Line 3,Wrapper 3,Ice Cream Bar,480,45,435,43,Breakdown,1.15,17771,361,Team D,False,
2026-01-28,Evening,Line 4,Cartoner 4,Sandwich,480,45,435,61,Packaging Jam,1.25,14610,420,Team B,False,
2026-01-28,Night,Line 1,Filler 1,Multipack,480,40,440,44,Packaging Jam,1.65,11627,211,Team B,False,
2026-01-28,Night,Line 2,Filler 2,Cup,480,40,440,49,Packaging Jam,1.05,19340,210,Team C,False,
2026-01-28,Night,Line 3,Case Packer 3,Cup,480,40,440,40,Breakdown,1.05,19393,201,Team B,False,
2026-01-28,Night,Line 4,Cartoner 4,Cup,480,40,440,63,Changeover,1.05,17748,459,Team C,False,
2026-01-29,Morning,Line 1,Wrapper 1,Cup,480,45,435,58,Packaging Jam,1.05,16205,446,Team D,False,
2026-01-29,Morning,Line 2,Filler 2,Multipack,480,45,435,19,Material Waiting,1.65,11819,393,Team A,False,
2026-01-29,Morning,Line 3,Case Packer 3,Sandwich,480,45,435,51,Cleaning,1.25,17348,88,Team B,True,Shift handover note missing
2026-01-29,Morning,Line 4,Cartoner 4,Cone,480,45,435,68,Packaging Jam,1.35,13600,315,Team D,False,
2026-01-29,Evening,Line 1,Wrapper 1,Ice Cream Bar,480,45,435,43,Changeover,1.15,16918,441,Team C,False,
2026-01-29,Evening,Line 2,Case Packer 2,Cone,480,45,435,58,Material Waiting,1.35,15697,78,Team C,False,
2026-01-29,Evening,Line 3,Wrapper 3,Cone,480,45,435,45,Changeover,1.35,15827,572,Team B,False,
2026-01-29,Evening,Line 4,Wrapper 4,Cone,480,45,435,76,Quality Hold,1.35,15281,882,Team A,False,
2026-01-29,Night,Line 1,Cartoner 1,Cone,480,40,440,25,Minor Stops,1.35,15528,527,Team B,False,
2026-01-29,Night,Line 2,Filler 2,Ice Cream Bar,480,40,440,67,Material Waiting,1.15,16873,466,Team C,False,
2026-01-29,Night,Line 3,Case Packer 3,Multipack,480,40,440,53,Changeover,1.65,13092,92,Team B,False,
2026-01-29,Night,Line 4,Extruder 4,Ice Cream Bar,480,40,440,56,Packaging Jam,1.15,16613,547,Team B,False,
2026-01-30,Morning,Line 1,Cartoner 1,Multipack,480,45,435,59,Breakdown,1.65,11001,252,Team B,False,
2026-01-30,Morning,Line 2,Filler 2,Ice Cream Bar,480,45,435,76,Packaging Jam,1.15,14482,607,Team C,False,
2026-01-30,Morning,Line 3,Moulder 3,Sandwich,480,45,435,67,Breakdown,1.25,14667,408,Team A,False,
2026-01-30,Morning,Line 4,Wrapper 4,Sandwich,480,45,435,54,Packaging Jam,1.25,14170,70,Team D,False,
2026-01-30,Evening,Line 1,Cartoner 1,Cup,480,45,435,59,Changeover,1.05,20922,408,Team B,True,Counter reconciliation pending
2026-01-30,Evening,Line 2,Freezer 2,Cup,480,45,435,69,Packaging Jam,1.05,15374,484,Team C,False,
2026-01-30,Evening,Line 3,Wrapper 3,Sandwich,480,45,435,24,Packaging Jam,1.25,16545,298,Team A,False,
2026-01-30,Evening,Line 4,Extruder 4,Cup,480,45,435,55,Quality Hold,1.05,20535,1175,Team B,True,Downtime reason manually reclassified
2026-01-30,Night,Line 1,Wrapper 1,Sandwich,480,40,440,54,Breakdown,1.25,15237,460,Team D,False,
2026-01-30,Night,Line 2,Freezer 2,Ice Cream Bar,480,40,440,17,Breakdown,1.15,21081,105,Team C,False,
2026-01-30,Night,Line 3,Wrapper 3,Cup,480,40,440,41,Packaging Jam,1.05,21481,107,Team A,False,
2026-01-30,Night,Line 4,Wrapper 4,Multipack,480,40,440,58,Changeover,1.65,10815,382,Team B,False,
2026-01-31,Morning,Line 1,Cartoner 1,Cone,480,45,435,60,Minor Stops,1.35,12533,554,Team B,False,
2026-01-31,Morning,Line 2,Case Packer 2,Ice Cream Bar,480,45,435,47,Changeover,1.15,15345,401,Team C,False,
2026-01-31,Morning,Line 3,Wrapper 3,Sandwich,480,45,435,44,Breakdown,1.25,14775,214,Team A,False,
2026-01-31,Morning,Line 4,Cartoner 4,Multipack,480,45,435,39,Changeover,1.65,11630,320,Team A,False,
2026-01-31,Evening,Line 1,Cartoner 1,Cup,480,45,435,44,Packaging Jam,1.05,19508,337,Team D,False,
2026-01-31,Evening,Line 2,Filler 2,Cone,480,45,435,73,Packaging Jam,1.35,14143,338,Team C,False,
2026-01-31,Evening,Line 3,Wrapper 3,Cup,480,45,435,54,Changeover,1.05,21678,193,Team C,False,
2026-01-31,Evening,Line 4,Extruder 4,Multipack,480,45,435,97,Breakdown,1.65,11050,298,Team A,False,
2026-01-31,Night,Line 1,Cartoner 1,Cone,480,40,440,41,Material Waiting,1.35,15532,245,Team C,False,
2026-01-31,Night,Line 2,Filler 2,Multipack,480,40,440,64,Quality Hold,1.65,12011,739,Team D,False,
2026-01-31,Night,Line 3,Case Packer 3,Cone,480,40,440,50,Packaging Jam,1.35,17976,351,Team D,False,
2026-01-31,Night,Line 4,Wrapper 4,Sandwich,480,40,440,49,Breakdown,1.25,17826,425,Team A,False,
2026-02-01,Morning,Line 1,Wrapper 1,Sandwich,480,45,435,70,Cleaning,1.25,15990,397,Team B,False,
2026-02-01,Morning,Line 2,Filler 2,Sandwich,480,45,435,47,Material Waiting,1.25,16883,518,Team D,False,
2026-02-01,Morning,Line 3,Case Packer 3,Sandwich,480,45,435,29,Material Waiting,1.25,14465,459,Team B,False,
2026-02-01,Morning,Line 4,Wrapper 4,Sandwich,480,45,435,86,Material Waiting,1.25,13745,452,Team B,True,Counter reconciliation pending
2026-02-01,Evening,Line 1,Filler 1,Cup,480,45,435,69,Packaging Jam,1.05,16323,465,Team B,False,
2026-02-01,Evening,Line 2,Filler 2,Cone,480,45,435,31,Cleaning,1.35,14013,461,Team C,False,
2026-02-01,Evening,Line 3,Case Packer 3,Ice Cream Bar,480,45,435,65,Changeover,1.15,14710,572,Team C,False,
2026-02-01,Evening,Line 4,Wrapper 4,Multipack,480,45,435,56,Quality Hold,1.65,9856,421,Team A,False,
2026-02-01,Night,Line 1,Cartoner 1,Multipack,480,40,440,52,Changeover,1.65,12562,267,Team B,False,
2026-02-01,Night,Line 2,Freezer 2,Multipack,480,40,440,48,Minor Stops,1.65,11868,96,Team A,False,
2026-02-01,Night,Line 3,Moulder 3,Cone,480,40,440,47,Breakdown,1.35,13224,325,Team D,False,
2026-02-01,Night,Line 4,Wrapper 4,Cone,480,40,440,78,Breakdown,1.35,12351,332,Team B,False,
2026-02-02,Morning,Line 1,Cartoner 1,Cone,480,45,435,38,Material Waiting,1.35,14285,437,Team C,False,
2026-02-02,Morning,Line 2,Freezer 2,Sandwich,480,45,435,55,Cleaning,1.25,16831,596,Team D,False,
2026-02-02,Morning,Line 3,Moulder 3,Cup,480,45,435,49,Minor Stops,1.05,15943,262,Team D,True,Shift handover note missing
2026-02-02,Morning,Line 4,Cartoner 4,Multipack,480,45,435,57,Packaging Jam,1.65,10943,301,Team D,False,
2026-02-02,Evening,Line 1,Wrapper 1,Ice Cream Bar,480,45,435,55,Changeover,1.15,16639,428,Team B,False,
2026-02-02,Evening,Line 2,Case Packer 2,Sandwich,480,45,435,62,Cleaning,1.25,15460,236,Team B,False,
2026-02-02,Evening,Line 3,Moulder 3,Cup,480,45,435,44,Changeover,1.05,19969,755,Team A,False,
2026-02-02,Evening,Line 4,Cartoner 4,Multipack,480,45,435,69,Quality Hold,1.65,10595,485,Team C,False,
2026-02-02,Night,Line 1,Filler 1,Ice Cream Bar,480,40,440,44,Material Waiting,1.15,17219,989,Team D,False,
2026-02-02,Night,Line 2,Case Packer 2,Cone,480,40,440,48,Breakdown,1.35,16288,335,Team B,False,
2026-02-02,Night,Line 3,Moulder 3,Cone,480,40,440,39,Breakdown,1.35,15646,503,Team C,False,
2026-02-02,Night,Line 4,Wrapper 4,Ice Cream Bar,480,40,440,62,Packaging Jam,1.15,16137,220,Team D,False,
2026-02-03,Morning,Line 1,Filler 1,Cup,480,45,435,55,Material Waiting,1.05,20840,1224,Team D,False,
2026-02-03,Morning,Line 2,Case Packer 2,Multipack,480,45,435,46,Changeover,1.65,10945,234,Team C,False,
2026-02-03,Morning,Line 3,Case Packer 3,Sandwich,480,45,435,67,Packaging Jam,1.25,16043,329,Team B,False,
2026-02-03,Morning,Line 4,Wrapper 4,Cup,480,45,435,55,Breakdown,1.05,15650,394,Team D,False,
2026-02-03,Evening,Line 1,Cartoner 1,Cone,480,45,435,57,Material Waiting,1.35,13196,171,Team B,False,
2026-02-03,Evening,Line 2,Freezer 2,Multipack,480,45,435,57,Changeover,1.65,11836,265,Team C,False,
2026-02-03,Evening,Line 3,Case Packer 3,Cup,480,45,435,56,Cleaning,1.05,20497,440,Team D,False,
2026-02-03,Evening,Line 4,Cartoner 4,Sandwich,480,45,435,65,Breakdown,1.25,16396,602,Team A,False,
2026-02-03,Night,Line 1,Wrapper 1,Ice Cream Bar,480,40,440,52,Breakdown,1.15,17250,296,Team C,False,
2026-02-03,Night,Line 2,Freezer 2,Cup,480,40,440,67,Packaging Jam,1.05,16976,200,Team C,True,Downtime reason manually reclassified
2026-02-03,Night,Line 3,Moulder 3,Multipack,480,40,440,53,Quality Hold,1.65,12648,468,Team C,False,
2026-02-03,Night,Line 4,Extruder 4,Multipack,480,40,440,71,Breakdown,1.65,11442,162,Team A,False,
2026-02-04,Morning,Line 1,Cartoner 1,Ice Cream Bar,480,45,435,31,Packaging Jam,1.15,19716,609,Team C,True,Downtime reason manually reclassified
2026-02-04,Morning,Line 2,Filler 2,Multipack,480,45,435,82,Breakdown,1.65,9974,239,Team A,False,
2026-02-04,Morning,Line 3,Case Packer 3,Cup,480,45,435,58,Changeover,1.05,18951,720,Team B,False,
2026-02-04,Morning,Line 4,Cartoner 4,Multipack,480,45,435,74,Breakdown,1.65,11084,340,Team B,False,
2026-02-04,Evening,Line 1,Filler 1,Ice Cream Bar,480,45,435,38,Material Waiting,1.15,18503,220,Team D,False,
2026-02-04,Evening,Line 2,Filler 2,Multipack,480,45,435,10,Changeover,1.65,11710,557,Team B,False,
2026-02-04,Evening,Line 3,Case Packer 3,Cup,480,45,435,64,Cleaning,1.05,18701,570,Team C,False,
2026-02-04,Evening,Line 4,Cartoner 4,Cone,480,45,435,77,Cleaning,1.35,11671,354,Team C,True,Shift handover note missing
2026-02-04,Night,Line 1,Filler 1,Sandwich,480,40,440,68,Packaging Jam,1.25,19030,304,Team B,False,
2026-02-04,Night,Line 2,Case Packer 2,Ice Cream Bar,480,40,440,11,Quality Hold,1.15,18470,1005,Team A,False,
2026-02-04,Night,Line 3,Wrapper 3,Sandwich,480,40,440,71,Material Waiting,1.25,15602,544,Team B,True,Counter reconciliation pending
2026-02-04,Night,Line 4,Cartoner 4,Ice Cream Bar,480,40,440,79,Packaging Jam,1.15,15763,470,Team B,False,
2026-02-05,Morning,Line 1,Filler 1,Cup,480,45,435,66,Changeover,1.05,18153,90,Team B,False,
2026-02-05,Morning,Line 2,Case Packer 2,Sandwich,480,45,435,68,Packaging Jam,1.25,16558,234,Team B,False,
2026-02-05,Morning,Line 3,Wrapper 3,Ice Cream Bar,480,45,435,58,Breakdown,1.15,21270,744,Team A,False,
2026-02-05,Morning,Line 4,Extruder 4,Ice Cream Bar,480,45,435,62,Material Waiting,1.15,13537,307,Team A,False,
2026-02-05,Evening,Line 1,Cartoner 1,Sandwich,480,45,435,72,Changeover,1.25,16029,526,Team B,False,
2026-02-05,Evening,Line 2,Case Packer 2,Multipack,480,45,435,33,Minor Stops,1.65,10014,268,Team D,False,
2026-02-05,Evening,Line 3,Wrapper 3,Cone,480,45,435,43,Packaging Jam,1.35,14492,445,Team D,False,
2026-02-05,Evening,Line 4,Extruder 4,Cone,480,45,435,61,Changeover,1.35,13120,452,Team A,False,
2026-02-05,Night,Line 1,Cartoner 1,Ice Cream Bar,480,40,440,46,Breakdown,1.15,13667,424,Team D,False,
2026-02-05,Night,Line 2,Freezer 2,Sandwich,480,40,440,61,Packaging Jam,1.25,16795,110,Team D,False,
2026-02-05,Night,Line 3,Moulder 3,Multipack,480,40,440,61,Material Waiting,1.65,13090,320,Team D,False,
2026-02-05,Night,Line 4,Extruder 4,Cup,480,40,440,72,Changeover,1.05,16591,183,Team B,True,Counter reconciliation pending
2026-02-06,Morning,Line 1,Wrapper 1,Sandwich,480,45,435,38,Material Waiting,1.25,17882,507,Team D,False,
2026-02-06,Morning,Line 2,Case Packer 2,Multipack,480,45,435,39,Packaging Jam,1.65,12718,263,Team C,False,
2026-02-06,Morning,Line 3,Case Packer 3,Cup,480,45,435,82,Breakdown,1.05,14599,112,Team B,False,
2026-02-06,Morning,Line 4,Cartoner 4,Cup,480,45,435,77,Changeover,1.05,13784,68,Team C,False,
2026-02-06,Evening,Line 1,Wrapper 1,Cone,480,45,435,53,Breakdown,1.35,16140,811,Team B,False,
2026-02-06,Evening,Line 2,Case Packer 2,Cup,480,45,435,80,Breakdown,1.05,15793,414,Team A,False,
2026-02-06,Evening,Line 3,Case Packer 3,Sandwich,480,45,435,30,Breakdown,1.25,15189,430,Team D,True,Quality rejection code needs approval
2026-02-06,Evening,Line 4,Cartoner 4,Sandwich,480,45,435,50,Material Waiting,1.25,16986,591,Team A,False,
2026-02-06,Night,Line 1,Wrapper 1,Ice Cream Bar,480,40,440,53,Minor Stops,1.15,16500,332,Team C,False,
2026-02-06,Night,Line 2,Case Packer 2,Multipack,480,40,440,59,Material Waiting,1.65,13018,231,Team B,False,
2026-02-06,Night,Line 3,Case Packer 3,Ice Cream Bar,480,40,440,46,Quality Hold,1.15,15723,653,Team A,False,
2026-02-06,Night,Line 4,Extruder 4,Cone,480,40,440,76,Material Waiting,1.35,13933,271,Team D,False,
2026-02-07,Morning,Line 1,Filler 1,Sandwich,480,45,435,44,Quality Hold,1.25,13090,687,Team D,False,
2026-02-07,Morning,Line 2,Filler 2,Cup,480,45,435,37,Minor Stops,1.05,19954,490,Team C,True,Quality rejection code needs approval
2026-02-07,Morning,Line 3,Wrapper 3,Cone,480,45,435,69,Cleaning,1.35,13986,486,Team C,False,
2026-02-07,Morning,Line 4,Cartoner 4,Cone,480,45,435,101,Material Waiting,1.35,12621,63,Team B,False,
2026-02-07,Evening,Line 1,Cartoner 1,Cup,480,45,435,55,Breakdown,1.05,20426,629,Team C,False,
2026-02-07,Evening,Line 2,Filler 2,Multipack,480,45,435,72,Material Waiting,1.65,11027,196,Team C,False,
2026-02-07,Evening,Line 3,Wrapper 3,Cup,480,45,435,46,Minor Stops,1.05,18073,454,Team B,False,
2026-02-07,Evening,Line 4,Extruder 4,Cup,480,45,435,102,Packaging Jam,1.05,16039,80,Team C,False,
2026-02-07,Night,Line 1,Filler 1,Multipack,480,40,440,46,Breakdown,1.65,13562,250,Team A,False,
2026-02-07,Night,Line 2,Case Packer 2,Cup,480,40,440,49,Minor Stops,1.05,21083,308,Team D,False,
2026-02-07,Night,Line 3,Wrapper 3,Cone,480,40,440,52,Minor Stops,1.35,15392,325,Team C,False,
2026-02-07,Night,Line 4,Wrapper 4,Multipack,480,40,440,104,Breakdown,1.65,8811,273,Team A,False,
2026-02-08,Morning,Line 1,Cartoner 1,Cone,480,45,435,10,Quality Hold,1.35,16832,764,Team B,False,
2026-02-08,Morning,Line 2,Freezer 2,Ice Cream Bar,480,45,435,61,Quality Hold,1.15,16853,1111,Team D,False,
2026-02-08,Morning,Line 3,Case Packer 3,Cup,480,45,435,54,Material Waiting,1.05,19488,97,Team C,False,
2026-02-08,Morning,Line 4,Cartoner 4,Cone,480,45,435,68,Material Waiting,1.35,13932,412,Team A,False,
2026-02-08,Evening,Line 1,Wrapper 1,Cone,480,45,435,69,Changeover,1.35,12699,464,Team D,False,
2026-02-08,Evening,Line 2,Filler 2,Cup,480,45,435,61,Changeover,1.05,20790,596,Team D,False,
2026-02-08,Evening,Line 3,Case Packer 3,Ice Cream Bar,480,45,435,52,Minor Stops,1.15,18324,104,Team D,False,
2026-02-08,Evening,Line 4,Extruder 4,Sandwich,480,45,435,82,Material Waiting,1.25,13834,580,Team B,False,
2026-02-08,Night,Line 1,Wrapper 1,Sandwich,480,40,440,33,Changeover,1.25,15249,345,Team C,False,
2026-02-08,Night,Line 2,Freezer 2,Cup,480,40,440,56,Packaging Jam,1.05,18182,90,Team B,False,
2026-02-08,Night,Line 3,Wrapper 3,Cone,480,40,440,34,Cleaning,1.35,17910,300,Team C,False,
2026-02-08,Night,Line 4,Extruder 4,Sandwich,480,40,440,63,Material Waiting,1.25,17521,746,Team A,False,
2026-02-09,Morning,Line 1,Filler 1,Ice Cream Bar,480,45,435,30,Material Waiting,1.15,18078,453,Team B,False,
2026-02-09,Morning,Line 2,Filler 2,Sandwich,480,45,435,50,Quality Hold,1.25,15576,902,Team A,False,
2026-02-09,Morning,Line 3,Wrapper 3,Multipack,480,45,435,31,Cleaning,1.65,11509,487,Team B,False,
2026-02-09,Morning,Line 4,Wrapper 4,Cone,480,45,435,112,Packaging Jam,1.35,11131,55,Team A,False,
2026-02-09,Evening,Line 1,Filler 1,Sandwich,480,45,435,36,Material Waiting,1.25,16881,229,Team D,False,
2026-02-09,Evening,Line 2,Filler 2,Sandwich,480,45,435,48,Cleaning,1.25,13852,276,Team B,False,
2026-02-09,Evening,Line 3,Wrapper 3,Ice Cream Bar,480,45,435,44,Minor Stops,1.15,16473,548,Team C,False,
2026-02-09,Evening,Line 4,Wrapper 4,Cone,480,45,435,73,Changeover,1.35,15851,493,Team B,False,
2026-02-09,Night,Line 1,Cartoner 1,Cone,480,40,440,48,Breakdown,1.35,16370,273,Team D,False,
2026-02-09,Night,Line 2,Case Packer 2,Ice Cream Bar,480,40,440,84,Breakdown,1.15,13135,126,Team B,False,
2026-02-09,Night,Line 3,Case Packer 3,Cup,480,40,440,71,Quality Hold,1.05,19743,1104,Team B,False,
2026-02-09,Night,Line 4,Cartoner 4,Multipack,480,40,440,54,Breakdown,1.65,13009,510,Team D,False,
2026-02-10,Morning,Line 1,Cartoner 1,Ice Cream Bar,480,45,435,0,Quality Hold,1.15,20067,976,Team A,False,
2026-02-10,Morning,Line 2,Filler 2,Ice Cream Bar,480,45,435,57,Changeover,1.15,17067,450,Team D,False,
2026-02-10,Morning,Line 3,Moulder 3,Cup,480,45,435,59,Breakdown,1.05,20694,103,Team A,False,
2026-02-10,Morning,Line 4,Cartoner 4,Multipack,480,45,435,57,Minor Stops,1.65,13845,136,Team C,False,
2026-02-10,Evening,Line 1,Cartoner 1,Cone,480,45,435,36,Quality Hold,1.35,15214,687,Team D,False,
2026-02-10,Evening,Line 2,Freezer 2,Multipack,480,45,435,44,Material Waiting,1.65,12964,194,Team D,False,
2026-02-10,Evening,Line 3,Moulder 3,Multipack,480,45,435,75,Packaging Jam,1.65,10766,247,Team A,False,
2026-02-10,Evening,Line 4,Wrapper 4,Multipack,480,45,435,46,Breakdown,1.65,12293,466,Team A,False,
2026-02-10,Night,Line 1,Cartoner 1,Ice Cream Bar,480,40,440,60,Changeover,1.15,18433,307,Team D,False,
2026-02-10,Night,Line 2,Filler 2,Multipack,480,40,440,48,Changeover,1.65,10181,468,Team B,False,
2026-02-10,Night,Line 3,Wrapper 3,Cup,480,40,440,58,Quality Hold,1.05,18345,881,Team C,False,
2026-02-10,Night,Line 4,Wrapper 4,Cone,480,40,440,71,Quality Hold,1.35,12777,869,Team A,False,
2026-02-11,Morning,Line 1,Wrapper 1,Cone,480,45,435,54,Changeover,1.35,14690,369,Team B,False,
2026-02-11,Morning,Line 2,Filler 2,Cup,480,45,435,58,Changeover,1.05,17172,322,Team D,False,
2026-02-11,Morning,Line 3,Case Packer 3,Ice Cream Bar,480,45,435,55,Cleaning,1.15,16641,530,Team B,False,
2026-02-11,Morning,Line 4,Cartoner 4,Cup,480,45,435,46,Cleaning,1.05,17595,462,Team A,False,
2026-02-11,Evening,Line 1,Wrapper 1,Sandwich,480,45,435,29,Breakdown,1.25,15770,325,Team B,False,
2026-02-11,Evening,Line 2,Freezer 2,Cup,480,45,435,40,Breakdown,1.05,20819,708,Team A,False,
2026-02-11,Evening,Line 3,Moulder 3,Cone,480,45,435,67,Breakdown,1.35,12716,319,Team D,False,
2026-02-11,Evening,Line 4,Wrapper 4,Sandwich,480,45,435,113,Packaging Jam,1.25,12160,447,Team C,False,
2026-02-11,Night,Line 1,Wrapper 1,Sandwich,480,40,440,40,Cleaning,1.25,17363,482,Team B,False,
2026-02-11,Night,Line 2,Case Packer 2,Cone,480,40,440,61,Minor Stops,1.35,15472,263,Team C,False,
2026-02-11,Night,Line 3,Moulder 3,Sandwich,480,40,440,63,Material Waiting,1.25,16975,392,Team B,False,
2026-02-11,Night,Line 4,Cartoner 4,Sandwich,480,40,440,99,Packaging Jam,1.25,13996,371,Team A,False,
2026-02-12,Morning,Line 1,Filler 1,Multipack,480,45,435,56,Material Waiting,1.65,10988,678,Team C,False,
2026-02-12,Morning,Line 2,Freezer 2,Cup,480,45,435,59,Material Waiting,1.05,19461,97,Team A,False,
2026-02-12,Morning,Line 3,Moulder 3,Multipack,480,45,435,54,Changeover,1.65,9429,86,Team D,False,
2026-02-12,Morning,Line 4,Wrapper 4,Ice Cream Bar,480,45,435,76,Cleaning,1.15,17235,666,Team B,False,
2026-02-12,Evening,Line 1,Filler 1,Sandwich,480,45,435,56,Packaging Jam,1.25,15067,316,Team C,False,
2026-02-12,Evening,Line 2,Freezer 2,Ice Cream Bar,480,45,435,49,Changeover,1.15,16251,277,Team A,False,
2026-02-12,Evening,Line 3,Wrapper 3,Multipack,480,45,435,39,Changeover,1.65,13315,243,Team D,False,
2026-02-12,Evening,Line 4,Extruder 4,Ice Cream Bar,480,45,435,74,Packaging Jam,1.15,17919,452,Team B,False,
2026-02-12,Night,Line 1,Wrapper 1,Ice Cream Bar,480,40,440,84,Packaging Jam,1.15,15971,79,Team C,False,
2026-02-12,Night,Line 2,Case Packer 2,Ice Cream Bar,480,40,440,47,Breakdown,1.15,19129,312,Team C,False,
2026-02-12,Night,Line 3,Wrapper 3,Cone,480,40,440,38,Quality Hold,1.35,16649,992,Team A,False,
2026-02-12,Night,Line 4,Cartoner 4,Cup,480,40,440,81,Changeover,1.05,19575,737,Team C,False,
2026-02-13,Morning,Line 1,Filler 1,Cup,480,45,435,76,Packaging Jam,1.05,16983,271,Team B,False,
